Loan_ID,BAD,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
334206,1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.75976024
50605,0,25400,61907,87133,DebtCon,Office,0,0,1,81.49211941,0,22,34.36469831
980746,0,25400,149364,210724,CarImp,Other,10,0,0,266.5067241,1,34,41.61798303
144607,0,25400,82553,107422,DebtCon,Mgr,9,1,0,305.7597054,2,29,32.72167844
556208,0,25400,44800,78000,DebtCon,Other,21,0,0,211.0333333,1,27,
171957,0,25400,158111,209649,CarImp,Other,10,0,0,254.3361895,1,34,43.13677016
54871,1,25400,83943,129189,DebtCon,Mgr,,1,1,5.243341044,,41,42.93355731
176050,0,25400,62906,96327,DebtCon,Other,17,0,0,110.6201271,1,16,33.76074836
807696,0,25400,138132,243327,CarImp,ProfExe,27,0,0,349.9409295,0,19,37.82005452
589806,0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.2219109,1,33,39.54334149
797506,0,25400,61771,105880,DebtCon,Other,17,0,1,130.1504229,0,29,37.19524901
797786,0,25400,,45369,DebtCon,Other,,,,87.26384702,,12,27.5294977
652623,0,25500,135728,178942,DebtCon,Mgr,0,,,133.9564941,,38,32.42562995
301141,0,25500,,31777,CarImp,Other,23,0,0,82.29350724,3,15,28.07899411
572222,0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.57582197
277878,1,25500,63967,87239,DebtCon,Other,6,0,0,,0,0,33.05107375
181625,0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.9684987,0,19,26.48488637
130550,0,25500,44562,79481,DebtCon,Other,10,0,0,126.2778082,1,19,40.25073803
902604,1,25500,25828,44166,DebtCon,Other,,0,1,187.8625184,,17,39.42789016
35844,0,25500,50847,79738,DebtCon,Other,20,0,0,204.6779007,0,26,35.86008763
543458,0,25500,79593,113063,DebtCon,ProfExe,9,0,0,135.7406135,0,19,28.04079318
918933,0,25500,113204,184561,DebtCon,Sales,17,1,0,308.9581984,1,31,34.357866
89736,0,25500,26603,64347,,Office,1,0,0,117.432365,1,6,39.25791203
861286,0,25500,84267,117833,DebtCon,ProfExe,12,0,1,123.7568565,0,18,27.47115778
519377,0,25500,235839,267506,CarImp,Self,5,0,0,240.2170139,3,51,39.04842776
952064,0,25500,,121708,DebtCon,Mgr,8,1,0,151.9693411,0,27,33.15994063
294686,0,25500,,44707,DebtCon,Other,,,,95.59549608,,12,27.50357097
849599,0,25500,32458,52329,DebtCon,Other,15,0,0,105.7836806,2,24,29.86627823
25447,0,25500,,43031,DebtCon,Other,,,,89.16926731,,13,28.86528212
860612,0,25500,73083,126995,DebtCon,Office,1,0,0,289.2008986,1,24,37.31620765
113855,0,25600,,51974,DebtCon,Other,,,,100.6768656,,13,28.11606742
321504,0,25600,47936,80600,DebtCon,Other,23,,1,290.4782768,0,30,37.73494052
526978,0,25600,241570,264772,CarImp,Self,4,1,0,260.7419889,2,50,37.37997465
476746,0,25600,196689,247025,DebtCon,Other,8,0,0,105.425354,1,25,42.6702753
857185,0,25600,58606,89508,DebtCon,Other,8,1,0,140.7127577,2,30,41.66996371
197170,0,25600,78441,128814,DebtCon,Office,2,0,0,310.5000998,1,24,38.73864962
310746,0,25600,240092,263958,CarImp,Self,5,1,0,245.6794706,2,51,38.97353933
65118,0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.6333333,3,27,
891057,1,25600,46000,80000,DebtCon,Other,,0,0,135.9,2,19,
385087,0,25600,76383,103544,DebtCon,Mgr,0,,,222.2421983,5,24,42.93996933
641268,1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.4029037,2,35,36.76382416
240141,0,25600,,147598,,,,,,,,,14.46198733
645002,1,25600,50910,87358,DebtCon,Other,19,2,0,104.4064722,0,27,42.67745065
981185,0,25600,144616,211230,CarImp,ProfExe,7,0,0,199.0913081,0,27,39.00292833
582386,1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.02885642
866451,0,25600,77123,103014,DebtCon,Mgr,1,,,231.7942011,3,24,43.67128143
907938,0,25600,140649,212089,CarImp,ProfExe,4,0,0,187.8714209,0,29,40.03321863
531222,0,25600,76102,119391,DebtCon,Other,5,0,0,87.62538217,1,32,40.92995432
313774,0,25600,139746,210298,CarImp,ProfExe,6,0,0,185.1125764,1,28,38.36889038
482793,0,25700,94295,143788,DebtCon,Mgr,23,0,0,220.7295189,0,13,42.35812804
22809,0,25700,31333,56733,DebtCon,Other,13,0,0,97.08615055,2,25,30.61978675
761619,0,25700,32039,54499,DebtCon,Other,15,0,0,114.8074121,2,24,31.14295705
446849,0,25700,189995,250814,DebtCon,Other,9,0,0,100.8009427,1,25,41.00583277
561818,0,25700,26059,51800,DebtCon,Other,24,0,0,118.0311312,0,10,23.08547854
442423,0,25700,50800,85000,DebtCon,Other,23,1,2,184.2666667,1,20,
838840,0,25700,197425,242602,DebtCon,Other,8,0,0,102.9603455,2,26,41.27712717
169833,0,25700,43881,69954,DebtCon,Other,10,0,0,126.4730656,0,20,40.76906182
563001,0,25700,83733,116386,DebtCon,Office,8,0,1,397.8706892,0,44,41.86989334
920223,1,25700,32613,63065,DebtCon,Other,0,0,0,218.4852751,0,22,41.21010704
536361,0,25700,23047,76575,DebtCon,Other,,2,1,104.5662029,2,26,29.29663349
236155,0,25700,85417,98179,CarImp,,7,,,,,,30.82947717
655899,0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.944828,0,13,41.13564938
813531,0,25700,63054,104624,DebtCon,Other,15,0,1,132.1071172,0,29,40.20529288
502189,0,25800,140785,208421,CarImp,ProfExe,3,0,0,176.2714893,0,28,39.74500284
274381,0,25800,,63456,DebtCon,Other,25,0,0,148.8162847,0,8,22.06576364
386291,0,25800,,68913,DebtCon,Other,26,0,0,123.644488,0,9,22.92513606
297045,0,25800,70804,106892,DebtCon,ProfExe,12,0,0,291.0720275,1,33,40.77228326
974776,0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.4471699,0,18,27.98945739
767056,0,25800,112388,180313,DebtCon,Sales,16,0,0,295.5460058,0,31,33.24109601
808322,0,25800,137140,167096,DebtCon,Other,7,0,1,209.085283,1,19,36.18947433
707442,0,25800,,51824,DebtCon,Other,,,,89.59981508,,12,28.54647846
880071,0,25900,201877,239546,CarImp,Other,6,0,0,134.8532427,0,42,40.39811433
157141,1,25900,42105,73249,DebtCon,Other,2,0,0,109.2111561,3,22,31.80908592
702967,0,25900,118965,154728,DebtCon,ProfExe,8,0,0,101.1976068,3,26,32.59840187
547584,0,25900,,33888,CarImp,Other,24,0,0,73.85849672,2,14,28.24306257
476348,1,25900,,,DebtCon,Other,20,0,2,190.9965648,0,22,31.16238948
926826,0,25900,108319,135884,DebtCon,Mgr,8,1,0,188.3758018,5,18,40.50485505
946675,1,25900,58000,95000,,Self,3,0,1,34.66666667,6,28,
131238,0,25900,145700,211151,CarImp,ProfExe,6,0,0,182.1713721,1,27,38.48048457
337904,0,25900,80663,122372,DebtCon,ProfExe,10,0,1,133.6694939,0,18,26.57393079
144986,0,25900,152071,185893,CarImp,Self,0,0,0,185.543512,0,16,40.6422789
687656,0,25900,59575,85837,DebtCon,Other,22,0,1,189.7553505,0,19,24.87461511
34602,0,25900,56784,91401,DebtCon,Office,2,0,1,90.16369704,0,23,34.09893173
135494,0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.12756274
856350,1,25900,21852,57518,CarImp,Other,2,0,0,80.16847942,2,11,31.98368604
76148,0,25900,61064,94714,DebtCon,Office,2,0,0,98.80937484,0,23,34.56594425
760615,1,26000,43314,71303,DebtCon,Other,8,0,7,246.3186749,3,23,43.21523351
291701,0,26000,150773,179077,DebtCon,Other,1,0,0,186.914467,0,35,38.70777971
116984,0,26000,238005,260479,CarImp,Self,5,1,0,242.2901595,2,51,35.45765879
426744,0,26000,100548,207647,DebtCon,Other,22,0,0,218.5959913,0,18,26.55949496
901872,0,26000,107291,137426,DebtCon,Mgr,9,2,0,191.57344,4,18,40.76740141
472046,0,26000,45963,74279,DebtCon,Other,20,,0,295.6669448,1,29,37.91727288
456340,0,26000,222681,286283,CarImp,ProfExe,6,,4,485.9453583,,55,33.23935548
881943,0,26000,139904,172310,DebtCon,Other,6,1,0,204.1144147,0,19,34.83482969
64604,0,26000,75034,100852,DebtCon,Office,10,0,0,152.3539807,0,20,36.3563094
711720,1,26000,79714,,DebtCon,ProfExe,1,0,4,125.7666667,0,23,
527720,1,26000,154000,190000,,Other,0,0,4,171.4333333,3,58,
369222,0,26000,58794,91413,DebtCon,Other,5,0,0,230.6802307,0,19,37.99692333
320332,0,26000,119553,158687,DebtCon,Mgr,5,0,0,290.7585045,0,24,36.9775189
360869,0,26000,81764,118388,DebtCon,ProfExe,9,0,0,130.1924181,0,18,28.15413466
649162,0,26000,20119,54563,DebtCon,Other,24,0,0,126.9879594,0,11,25.62363851
526304,0,26000,47067,63292,DebtCon,Office,17,0,0,174.6210154,2,21,33.67314644
507692,0,26100,,36277,DebtCon,Other,9,0,,79.33145984,,13,20.51714628
538118,0,26100,75164,108483,DebtCon,Mgr,7,0,0,300.8359581,2,28,30.07140205
361005,0,26100,113266,182082,DebtCon,Sales,18,0,0,304.8524691,1,31,33.19394936
871320,0,26100,150464,203202,CarImp,Other,10,0,0,248.4819452,1,33,43.11219067
282675,0,26100,,35271,DebtCon,Other,9,0,,96.52831616,,14,23.31865001
189045,0,26100,80176,113247,DebtCon,Mgr,9,0,1,294.7520334,1,29,33.19212531
845977,0,26100,,151429,,,,,,,,,15.56700107
116521,0,26100,,120470,DebtCon,Mgr,7,0,0,161.2876716,0,27,34.13000366
875596,0,26100,103949,208432,DebtCon,Other,23,0,0,202.592647,0,18,23.29023448
456074,0,26100,50605,77841,DebtCon,Other,21,,0,286.4482042,1,31,41.17380505
141571,1,26100,73525,,DebtCon,Office,3,1,,106.6522984,0,6,22.50817251
963515,0,26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.09826676
60653,0,26200,105096,136580,DebtCon,Mgr,9,2,0,181.3585917,4,17,39.18736161
427900,0,26200,75096,120859,DebtCon,Other,4,0,0,107.1771177,2,31,38.55297875
803151,0,26200,77952,113285,DebtCon,Other,5,0,0,90.01609154,1,31,39.39066028
425237,0,26200,141109,245422,CarImp,ProfExe,28,0,0,343.7871223,1,18,38.11355594
951700,0,26200,72648,123582,DebtCon,Office,0,1,0,331.3528857,0,23,37.54583738
53995,0,26200,49323,77160,DebtCon,Other,23,,1,286.1816551,0,29,39.67630465
542418,0,26200,149599,181869,DebtCon,Other,1,0,0,204.0289898,0,35,39.80087956
312986,0,26200,100931,132627,DebtCon,Office,11,0,1,169.0320939,0,28,41.08956919
542967,1,26200,51599,87148,DebtCon,Other,,0,0,129.9339205,2,19,
947936,0,26200,189252,241754,DebtCon,Other,9,0,0,97.31488774,2,25,40.31269773
117159,0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.4832581,0,18,27.8375096
462751,0,26300,,37310,CarImp,Other,26,0,0,92.85512943,2,15,27.21702865
700272,0,26300,94337,123054,DebtCon,ProfExe,0,1,0,204.9173394,2,38,35.72585219
885215,0,26300,147600,184207,DebtCon,ProfExe,5,0,0,310.3481457,0,35,38.23508627
145755,0,26300,118304,177819,DebtCon,Sales,17,0,0,299.2172523,1,30,34.36826933
145149,0,26300,25685,51023,DebtCon,Other,35,0,0,261.470872,0,23,40.08504815
566021,0,26300,52394,93307,DebtCon,Other,24,0,1,184.6560958,0,19,23.54869835
63448,0,26300,58369,88124,DebtCon,Other,7,0,0,234.2215472,1,20,37.15829482
581758,0,26300,52296,91041,DebtCon,Other,24,1,2,193.8537132,0,19,24.89378113
575614,0,26300,,51055,DebtCon,Other,,,,70.25339459,,14,28.20743574
174217,0,26300,114956,147793,DebtCon,Office,3,,,296.5601544,2,35,43.80729316
326577,0,26300,,45913,DebtCon,Other,,,,92.57722408,,13,27.92400089
914676,0,26300,,43472,DebtCon,Other,,,,90.08032697,,12,28.68850032
948054,0,26300,25530,79885,DebtCon,Other,,1,1,105.6387889,2,26,29.92863683
216372,0,26300,78851,109090,DebtCon,Office,8,0,0,405.4304292,0,44,42.34162639
428977,0,26300,189302,249773,DebtCon,Other,7,0,0,106.6093074,1,26,42.7693867
206186,0,26300,94916,127526,DebtCon,ProfExe,0,0,0,195.8476245,2,37,36.01849565
444065,0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.48990578
556039,0,26400,79163,123792,DebtCon,Office,0,0,0,310.6145549,0,24,38.1099786
589936,0,26400,73679,98614,DebtCon,Office,10,0,0,151.6287037,0,20,38.15962279
306149,0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.5068316,3,26,20.26991879
916936,0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.0151316,3,26,17.87219518
457185,0,26400,122105,165000,DebtCon,Mgr,1,0,0,234.4,2,24,
528480,0,26400,153853,188760,CarImp,Self,2,0,0,172.5708333,0,17,43.35819405
130347,0,26400,240907,260638,CarImp,Self,7,1,0,255.415514,3,51,37.65291911
197910,0,26400,134642,182719,DebtCon,Mgr,0,,,122.4568633,,39,32.69880046
84200,0,26400,44333,68945,DebtCon,Office,18,0,0,173.4953921,2,21,32.34941205
185500,0,26400,220432,283978,CarImp,ProfExe,6,,5,480.3560137,,56,33.7142391
943252,0,26400,196412,250164,DebtCon,Other,9,0,0,97.27834927,1,26,42.334246
476074,0,26400,59288,87753,DebtCon,Other,8,1,1,145.8824924,3,29,38.97248671
607818,0,26500,29751,57501,,Office,1,0,0,114.359189,2,7,37.07547186
267390,0,26500,23742,77878,DebtCon,Other,,2,1,99.37716841,2,26,28.87672375
130961,0,26500,145393,187324,CarImp,Self,3,0,0,194.2277448,1,16,40.85486499
391480,0,26500,,63918,DebtCon,Other,25,0,0,135.4409472,0,8,20.16138785
676911,0,26500,63345,100332,DebtCon,Other,16,0,0,139.5105459,0,30,38.42744457
251933,0,26500,240782,267675,CarImp,Self,6,0,0,229.3070258,1,50,37.740919
163716,0,26500,,38964,DebtCon,Other,11,1,,102.7529024,,14,20.35358208
218342,0,26500,112059,179599,DebtCon,Sales,15,0,0,313.2053014,0,30,36.35910417
219885,0,26500,77198,131090,DebtCon,Office,0,0,0,312.9088037,0,24,37.83016379
262471,0,26500,,64211,DebtCon,Other,26,0,0,127.4120114,0,10,22.28949083
750399,0,26500,84769,127773,DebtCon,Other,2,0,0,190.8604772,2,25,42.03163913
551202,1,26500,61223,92255,DebtCon,Other,2,0,1,214.0325389,0,17,1.85553998
20625,0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
23590,1,26500,14000,45000,DebtCon,Other,0,0,0,195.2333333,1,7,
810355,1,26500,82859,,CarImp,Office,0.4,2,0,177.5,0,22,
501261,0,26500,76599,119041,DebtCon,Other,4,0,0,97.26565847,1,31,40.12650973
793856,0,26500,134952,165451,DebtCon,Other,8,1,0,225.3236722,1,19,35.73485637
838791,0,26500,,61089,DebtCon,Other,27,0,0,144.1920343,0,9,22.81386786
590742,0,26500,47820,76159,DebtCon,Other,24,,0,282.4450078,0,30,41.28888237
440807,0,26500,,122693,DebtCon,Mgr,9,0,0,153.9424281,0,27,32.20081121
934361,1,26600,62895,103000,DebtCon,Self,1,0,5,187.4666667,2,34,
379851,0,26600,148986,175750,DebtCon,Other,1,0,0,197.3917133,0,35,40.51498958
351369,0,26600,61151,97072,DebtCon,Other,16,0,1,133.4481104,0,29,39.22971154
216049,0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.1408236,2,37,35.27011322
281915,0,26600,78491,121598,DebtCon,Other,4,1,0,84.58301005,1,33,41.34234309
607700,0,26600,140561,208775,CarImp,ProfExe,5,0,0,197.5241024,1,27,36.87838912
439879,1,26600,84843,115850,DebtCon,Sales,2,0,0,137.5388776,2,37,42.57188992
597891,0,26600,49610,78355,DebtCon,Other,23,,0,278.603564,0,30,39.52990361
54439,0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.0659719,2,23,36.93931917
204804,0,26600,122501,153280,DebtCon,Mgr,2,0,0,289.581723,0,25,38.1297118
616986,0,26700,146193,185200,DebtCon,ProfExe,11,0,0,156.2294564,0,36,39.21027209
751734,0,26700,40785,75601,DebtCon,Mgr,14,1,0,98.2405209,5,15,34.15422819
656676,0,26700,144243,176096,DebtCon,Other,1,0,0,194.6797961,0,34,40.47924358
134198,0,26700,73468,108774,DebtCon,ProfExe,11,0,0,290.0805914,1,32,39.0422045
462750,0,26700,,120179,DebtCon,Mgr,8,0,0,162.12582,0,27,35.09551993
416731,0,26700,81968,114647,DebtCon,ProfExe,10,0,1,126.7073197,0,19,27.05672697
590755,0,26700,23361,55483,DebtCon,Other,36,0,0,280.8076057,1,23,39.89165429
212106,0,26700,186185,233480,DebtCon,ProfExe,0,0,0,290.578837,1,32,41.74120105
517899,0,26700,129559,170042,DebtCon,Mgr,1,0,0,232.6461734,1,24,34.11753289
338235,0,26700,18590,53462,DebtCon,Other,25,0,0,111.9955708,1,11,22.95980677
326900,0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.2565571,0,34,37.00088322
601836,0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.94699749
124058,0,26800,145772,193135,DebtCon,ProfExe,12,0,0,147.9387954,0,36,40.90432104
899825,0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.9678752,0,13,40.16216065
23612,0,26800,148471,183284,DebtCon,ProfExe,4,0,0,323.2623829,0,35,37.27227131
880085,0,26800,139309,166621,DebtCon,Other,5,0,0,217.2114826,0,20,35.18585706
613355,1,26800,89146,128923,DebtCon,Mgr,7,2,1,114.4619553,7,16,2.83029717
892364,0,26800,124199,166404,DebtCon,Mgr,1,0,0,243.9420995,2,23,34.50965688
536814,0,26800,46236,62711,DebtCon,Office,17,0,0,175.075058,1,22,33.05993364
410804,0,26800,35485,74949,DebtCon,Mgr,14,0,0,84.76662481,5,15,36.19145855
272612,0,26800,145745,211400,CarImp,ProfExe,6,0,0,184.7116347,1,27,39.84839123
747360,0,26800,213165,282068,CarImp,ProfExe,5,,4,476.728281,,55,31.18166119
94763,1,26800,138216,170052,DebtCon,ProfExe,10,0,0,199.7387114,1,29,76.42147805
389275,1,26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
805718,0,26900,74982,126972,DebtCon,Office,0,0,0,315.8189112,0,23,38.32598985
180386,0,26900,,35397,DebtCon,Other,7,0,,85.25084072,,13,20.83725547
834964,0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.2759924,1,32,41.49906043
738514,0,26900,57414,92916,DebtCon,Office,0,0,0,70.28190571,0,22,34.39630178
21710,0,26900,115638,145440,DebtCon,Office,4,,,294.7001921,2,36,43.90864533
123026,1,26900,69000,106500,DebtCon,Sales,0.6,0,1,115.7,2,19,
642179,0,26900,67144,92923,DebtCon,Other,16,0,0,89.11217349,1,17,32.79147803
393182,0,26900,47882,78854,DebtCon,Other,11,0,0,132.3473921,0,19,41.13070668
362498,0,26900,98324,129210,DebtCon,ProfExe,0,1,0,185.2058111,3,38,34.65064913
657594,0,26900,54071,85557,DebtCon,Office,0,0,2,91.20997623,0,22,34.5971919
642969,0,26900,113724,151969,DebtCon,Office,4,,,294.8927627,1,36,42.39724899
732538,0,26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.36902746
238673,0,26900,45763,73797,DebtCon,Other,23,,0,291.5916815,1,29,39.37085815
915576,0,26900,215692,286555,CarImp,ProfExe,8,,5,468.1781224,,55,30.55300542
320837,1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.22776308
914651,0,27000,77910,117590,DebtCon,Other,4,0,0,91.8742111,2,31,38.49715498
427442,0,27000,50375,70656,DebtCon,Other,8,0,0,125.7160414,1,20,43.1338449
775268,0,27000,13718,35684,DebtCon,Other,16,2,0,122.2944468,1,18,24.35575958
103130,0,27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.5665519
940696,0,27000,45482,77000,DebtCon,Office,0.8,0,0,164.3,3,19,
849367,1,27000,124000,162000,DebtCon,Other,0.8,0,2,166.3666667,1,34,
279944,0,27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
790121,0,27000,45880,82425,DebtCon,Other,21,0,0,212.6442208,0,27,36.9977936
962767,0,27000,54834,85391,DebtCon,Other,9,0,1,132.5785446,2,30,39.30573912
364252,0,27000,,38441,DebtCon,Other,8,1,,85.17950335,,14,23.69117601
530123,0,27000,60631,86091,DebtCon,Other,24,0,2,200.1414536,1,20,26.24875663
714981,0,27000,23160,58074,DebtCon,Other,36,0,0,275.8432307,1,24,40.13322041
828088,0,27000,,61844,DebtCon,Other,26,0,0,133.0997369,0,8,22.71865262
324466,0,27000,,38356,DebtCon,Other,8,0,,87.47422306,,13,20.92741537
445375,1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
179951,0,27100,140305,237302,CarImp,ProfExe,27,0,0,349.5142676,2,18,37.42084716
299017,0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.14002902,6,15,33.5355472
310805,0,27100,24494,77479,DebtCon,Other,,1,1,101.3129167,1,26,31.12455386
18501,0,27100,,31681,CarImp,Other,23,0,0,92.51403036,2,15,29.74190894
437135,0,27100,33649,63214,,Office,2,0,0,113.0367365,2,6,37.83786387
533828,0,27100,20479,46735,DebtCon,Other,24,0,0,103.8162897,0,10,24.25867722
399454,0,27100,118200,159739,DebtCon,ProfExe,6,0,1,117.1521605,3,27,34.20600845
908730,0,27100,20497,74244,DebtCon,Other,,1,2,93.06034262,1,25,27.36133981
118667,0,27200,70730,93752,DebtCon,Office,8,0,0,165.9193329,0,20,36.17090549
22688,0,27200,145725,179197,DebtCon,Other,1,0,0,183.3762884,0,34,40.28747992
443216,0,27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.73248931
185803,0,27200,110470,180982,DebtCon,Sales,17,0,0,295.4714492,1,30,34.7669497
141320,0,27200,61000,104044,DebtCon,Other,16,0,1,141.9812345,0,30,39.54650758
518611,0,27200,101680,134864,DebtCon,Office,10,0,1,150.596198,0,29,40.88049467
423669,0,27200,97541,126368,DebtCon,ProfExe,0,1,0,186.7785479,3,38,34.81068944
831807,1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
549988,0,27200,24070,58216,DebtCon,Other,35,0,0,273.3417572,0,24,37.63994733
369827,0,27200,58383,92484,DebtCon,Other,22,1,2,170.0723235,1,20,23.80982026
969449,0,27300,66878,93656,DebtCon,Office,11,0,0,153.7959046,0,20,39.08500634
845115,0,27300,72314,118839,DebtCon,Other,5,0,0,99.69383246,1,31,42.34342026
155546,0,27300,44026,71597,DebtCon,Other,22,,1,287.2267963,0,30,38.48694867
907014,0,27300,97373,126102,DebtCon,Office,10,0,1,139.1325983,0,28,39.17355395
171810,0,27300,55973,93503,DebtCon,Other,22,0,1,167.7417315,0,19,26.21017597
811543,0,27300,53223,86696,DebtCon,Office,0,0,0,96.07068788,0,22,34.5177905
816287,0,27300,135823,185416,DebtCon,Mgr,1,,,135.3597477,,38,32.79497644
842910,1,27300,106221,137727,DebtCon,Self,3,0,0,300.5745108,3,45,32.5603594
417971,0,27300,37636,73328,DebtCon,Mgr,12,0,0,80.79269376,6,16,34.26822801
944642,0,27300,,37531,CarImp,Other,22,0,0,82.66026948,2,14,29.60984756
429311,0,27300,127260,212953,DebtCon,ProfExe,9,0,0,244.1654213,3,26,21.24119477
806536,0,27300,,43277,DebtCon,Other,9,0,,101.8866148,,14,20.80819618
864312,0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.1681227,0,35,39.15955376
890118,0,27300,,116708,DebtCon,Mgr,11,0,0,175.2009602,0,26,33.7478263
735575,0,27300,140773,188414,DebtCon,ProfExe,12,0,0,144.0934648,0,37,41.48280368
937849,0,27400,99900,143437,DebtCon,Mgr,21,0,0,211.1082771,0,12,39.11029762
204659,1,27400,113364,146520,CarImp,Office,16,1,1,284.3680179,2,13,34.6276594
982470,0,27400,,39858,DebtCon,Other,11,1,,87.37900765,,14,20.58821436
167863,0,27400,,121625,DebtCon,Mgr,7,1,0,154.4378476,0,27,33.37381367
812435,0,27400,195497,246354,DebtCon,Other,8,0,0,89.26442741,1,25,39.66482299
689477,0,27400,51298,90010,DebtCon,Other,6,1,0,146.6562202,3,29,42.15993654
234372,1,27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,
440577,0,27400,46575,85263,DebtCon,Office,1,0,0,155.6470412,2,19,39.4893172
198192,0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.5330279,0,13,41.64417205
91433,0,27400,41370,70528,DebtCon,Office,18,0,0,180.204345,1,21,33.4950887
130105,0,27500,54511,84470,DebtCon,Other,9,0,1,140.247796,3,29,40.2782983
942439,0,27500,97679,149877,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.41516685
684501,0,27500,145774,206788,CarImp,ProfExe,4,0,0,191.9410188,0,27,38.00119223
741663,0,27500,132000,179000,DebtCon,ProfExe,1,1,0,226.2333333,2,19,
327524,1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
35778,0,27500,150666,192346,CarImp,Self,3,0,0,177.8714733,0,17,39.97865033
861755,0,27500,,40807,DebtCon,Other,8,1,,95.53351917,,13,20.39892362
822148,0,27500,69579,117799,DebtCon,Other,5,0,0,84.3731245,2,32,38.86212081
793287,1,27500,97601,136546,DebtCon,Other,9,0,0,80.49714707,5,39,
739876,0,27500,131269,211014,DebtCon,ProfExe,10,0,0,234.3512888,2,26,18.73514744
560918,0,27500,23439,47177,DebtCon,Other,25,0,0,112.8945073,0,11,23.02289409
436092,0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.2239708
411348,0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.3706614,1,33,38.19125134
362535,0,27600,60039,86166,DebtCon,Office,0,0,0,100.9493217,0,23,33.82093404
787112,0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.01531648
592604,0,27600,103898,130784,DebtCon,Office,11,0,0,147.1283978,0,29,42.00981358
19938,0,27600,131887,174323,DebtCon,Mgr,0,0,0,243.053713,2,24,35.27186703
621691,0,27600,150120,191972,CarImp,Self,3,0,0,178.0384911,1,16,41.80742805
367502,0,27600,64818,91915,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433
336145,0,27600,153063,202542,CarImp,Other,10,0,0,266.938956,2,33,42.82914582
590851,0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771,0,23,34.76057541
389498,0,27600,,117581,DebtCon,Mgr,10,0,0,165.0058394,0,27,34.99872777
24279,0,27600,54328,94216,DebtCon,Other,24,1,2,188.3937419,1,19,26.83331217
837641,0,27600,124139,157940,DebtCon,Mgr,4,0,0,288.8865395,0,24,38.22673698
668529,0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.2828535,0,24,36.94827386
58210,0,27600,72468,106906,DebtCon,ProfExe,12,0,0,288.8495515,1,32,38.98401301
861060,0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.08868135
961059,0,27600,129311,188143,DebtCon,Mgr,1,,,122.5168848,,39,30.47417374
273218,0,27600,74964,118507,DebtCon,Other,5,0,0,91.7112462,1,32,39.14675577
492936,0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.38458848
147079,0,27700,103249,206521,DebtCon,Other,24,0,0,196.7816329,0,19,25.68817634
544338,1,27700,97834,132396,CarImp,ProfExe,18,0,2,303.9519145,2,26,6.887024127
